id;the_geom;Ten_thv;dtich_thv;tcdt_thv;gchu
SONG_TN106_region.171;MULTIPOLYGON (((615704.3348425865 1067804.2215484146, 615704.3513342751 1067804.5614792227, 615706.0499782001 1067850.0622176793, 615732.1315837082 1067852.221778107, 615753.661483165 1067865.269122358, 615862.539611249 1067963.2991686265, 615933.4786097272 1068015.52853749, 615972.7700577975 1068035.954379869, 616002.6529975261 1068052.161081042, 616025.996982728 1068064.0086694998, 616116.0333565957 1068095.992159353, 616179.452145076 1068111.3990233308, 616204.8081162861 1068121.6069455377, 616262.0919966102 1068133.9244383478, 616284.3145469879 1068142.002794022, 616297.4336852627 1068146.051969824, 616313.5790483942 1068149.0813532018, 616344.8720274975 1068151.1009421202, 616415.4069796052 1068156.45985133, 616513.136726201 1068156.7197984185, 616622.3199505239 1068147.1217520728, 616642.6954317793 1068146.041971859, 616676.0003968907 1068149.0813532018, 616692.1622517108 1068152.1107365796, 616743.6410576506 1068166.2278630794, 616790.9474663766 1068186.3037766854, 616807.4721383457 1068200.6708523089, 616871.9958699617 1068280.804541329, 616888.4298376435 1068310.708454474, 616889.3203888275 1068319.9365761168, 616886.995060736 1068327.7449867374, 616888.3556250448 1068332.8839407184, 616880.5468104966 1068398.8605113786, 616884.2904238069 1068425.5250838823, 616896.8818280469 1068463.637326246, 616899.36382718 1068483.9531910107, 616900.5759662915 1068505.5387973231, 616892.8825935633 1068533.4331195147, 616871.2125147535 1068567.6461555506, 616850.6473790794 1068599.3097105257, 616823.3453886154 1068652.7688290772, 616809.1377988935 1068691.370971723, 616810.2839712506 1068689.441364489, 616831.6489538214 1068653.3087191842, 616864.7807562026 1068597.2901216072, 616872.8534377684 1068583.1430012125, 616895.0677423017 1068548.8199875625, 616907.1726417282 1068521.245600249, 616909.201119425 1068492.2914937732, 616905.16065572 1068464.0272468787, 616902.6209356769 1068453.22944474, 616897.0879741543 1068429.7042332287, 616889.0070467442 1068401.4399863342, 616891.0272785968 1068379.22450823, 616895.0594964575 1068354.9994391727, 616897.0714824657 1068318.9367796225, 616897.0879741543 1068318.656836604, 616889.0070467442 1068290.3925897095, 616868.8212199077 1068262.1183448501, 616857.796526084 1068249.100994494, 616846.6069153743 1068235.873686874, 616830.4533063986 1068215.6777976886, 616808.2472477094 1068193.4823155147, 616804.3304716689 1068190.1829870834, 616792.3327682182 1068180.0850424909, 616789.0674138771 1068177.3356021314, 616781.9924794711 1068173.2864263293, 616753.7339710689 1068161.188888748, 616719.4065212647 1068149.071355237, 616685.0873173049 1068143.0025905163, 616642.687185935 1068136.9638196905, 616592.2061271551 1068136.9538217257, 616527.5999370961 1068143.0025905163, 616460.9735151847 1068145.0321773998, 616426.6460653805 1068147.0517663183, 616364.0683530185 1068140.9830015977, 616325.6921936651 1068134.934232807, 616297.4336852627 1068130.905052935, 616267.1466991636 1068122.8266972608, 616226.7667996463 1068116.7679305053, 616196.4798135472 1068106.6699859125, 616164.1808414399 1068098.5916302383, 616119.7604782175 1068088.5036836106, 616069.625744898 1068070.457356888, 616069.2876652818 1068070.337381309, 616069.040289953 1068070.2374016594, 616012.7376651 1068047.1221067107, 615992.5600841078 1068038.0339565773, 615958.2326343037 1068019.8476583455, 615938.9785878726 1068007.390194026, 615923.9216761881 1067997.6421782065, 615904.0986665006 1067982.7952002657, 615891.6062123922 1067973.417109149, 615863.3394581457 1067951.2016310452, 615833.0524720466 1067922.9373841507, 615802.781977636 1067894.6731372562, 615772.494991537 1067866.4088903614, 615750.2889328479 1067850.2521790133, 615737.2192696389 1067842.3837806028, 615704.3348425865 1067804.2215484146)));S«ng §Ëp Lá;0.0;;
SONG_TN106_region.172;MULTIPOLYGON (((600784.4113694342 1068095.0323547185, 600795.4525549465 1068067.118036597, 600800.7793703617 1068057.4100126373, 600800.6969119188 1068032.095165401, 600795.9060763828 1068009.1598338212, 600778.6475242714 1067991.883350399, 600758.3132722374 1067987.4542519294, 600764.2750176635 1068006.2404280577, 600765.8334822354 1068024.2067710606, 600769.3709494384 1068046.3322674802, 600774.4421436804 1068075.8562579574, 600784.4113694342 1068095.0323547185)));;0.247841;;0
SONG_TN106_region.173;MULTIPOLYGON (((583235.6715055052 1059333.0458316568, 583265.0349570432 1059323.467781241, 583259.1061949944 1059317.9589025574, 582853.641539273 1058941.3155672157, 582681.6827023248 1058771.7400838134, 582508.5282179537 1058596.035847901, 582498.6991715529 1058583.7383510207, 582486.4128635519 1058588.647351808, 582486.3386509533 1058588.8373131417, 582481.5065861958 1058600.944848688, 582486.4211093963 1058613.2323476032, 582832.7548156712 1058952.3733164428, 582404.0121415023 1059143.9143288254, 582304.6579635801 1059188.2852972436, 581859.5307967952 1059405.721038829, 581683.2923666573 1059491.8135149553, 581581.7447941524 1059531.4654439203, 581574.5049428606 1059558.7698861803, 581686.8958006147 1059513.4691070225, 581884.936243071 1059418.058527569, 582307.1976836233 1059214.6199369042, 582657.0935946342 1059046.424172664, 582846.8552094174 1058969.0099301084, 583024.3305161996 1059128.0975482853, 583227.7637408254 1059325.3873905102, 583235.6715055052 1059333.0458316568)), ((583725.3344773329 1059111.760873568, 583726.8104834618 1059117.2997461467, 583757.4437950214 1059098.6435435626, 583756.6357022803 1059096.114058432, 583666.6488034785 1058843.0155758937, 583633.48401772 1058721.3603384644, 583631.0185102755 1058704.163838762, 583628.5694945196 1058696.8053365638, 583626.9450631933 1058692.726166867, 583608.9196475623 1058677.1393395204, 583584.3552774047 1058677.1393395204, 583564.7054304474 1058677.1293415555, 583547.5128450902 1058674.6698421794, 583532.9341923749 1058666.9914051031, 583517.0691879495 1058642.4164072727, 583493.4778274187 1058605.873845405, 583476.2852420616 1058578.8393481986, 583463.9989340607 1058564.1023478722, 583454.1781335041 1058556.7138517792, 583441.9000713475 1058549.345351616, 583424.7074859904 1058549.345351616, 583405.0576390331 1058556.7138517792, 583382.9422846313 1058571.4608500705, 583358.3861603179 1058581.2888496097, 583333.8217901601 1058581.2888496097, 583314.1719432028 1058573.9103514815, 583282.2357882446 1058554.244354438, 583257.6879097755 1058544.4163548988, 583245.3933559302 1058537.037856771, 583228.2007705731 1058537.037856771, 583218.3717241723 1058544.4163548988, 583223.3027390613 1058554.254352403, 583242.93609433 1058561.6228525662, 583311.7146816027 1058591.1168491489, 583333.8135443159 1058593.5763485248, 583353.4716371174 1058593.5763485248, 583375.5704998306 1058586.1978503969, 583400.1348699883 1058576.3798488225, 583417.3274553454 1058569.0013506943, 583449.2636103038 1058581.2888496097, 583471.3707188612 1058605.86384744, 583499.5055395991 1058658.4731389715, 583503.3068738196 1058669.7608413924, 583520.4994591767 1058689.4168404709, 583540.1410602897 1058696.7953385988, 583572.0772152479 1058694.335839223, 583589.269800605 1058694.335839223, 583606.4623859621 1058699.254837975, 583616.2996782073 1058721.3603384644, 583627.74491009 1058762.3719906616, 583725.3344773329 1059111.760873568)));K. thñy lîi;0.0;;
SONG_TN106_region.174;MULTIPOLYGON (((584247.7829260812 1050466.3506217443, 584247.8159094583 1050466.3406237795, 584258.114968984 1050486.9464295274, 584313.4940592757 1050485.6666900148, 584331.527720751 1050486.9564274924, 584398.4922222786 1050508.8419727532, 584416.5176379096 1050517.850139167, 584488.6440379665 1050526.858305581, 584502.8021526226 1050520.4196161574, 584498.9430974921 1050489.5159065179, 584484.784982836 1050489.5159065179, 584473.1995716001 1050493.3851189509, 584439.7049520699 1050499.8238083743, 584426.8249432796 1050498.5340708967, 584413.9449344893 1050494.6648584637, 584383.0312642237 1050471.4895757253, 584359.8521959077 1050457.3224594006, 584321.2121695369 1050448.3042950218, 584282.5886348545 1050450.8837699771, 584269.7003802198 1050453.4632449325, 584251.204951464 1050460.3418448134, 584247.7994177698 1050466.2806359897, 584247.7829260812 1050466.3506217443)));;0.0;;0
SONG_TN106_region.175;MULTIPOLYGON (((608699.9353887519 1078038.8183259312, 608708.849146436 1078052.9854422559, 608696.4638883034 1078074.631036358, 608697.6925191034 1078129.1799330881, 608705.2539583229 1078187.5380544618, 608716.6332234513 1078244.6264342878, 608726.767366091 1078257.3338477307, 608736.9262462637 1078244.6464302177, 608733.1496495762 1078202.7849510002, 608723.031998625 1078159.6437322702, 608719.2966311589 1078069.5620681318, 608699.9353887519 1078038.8183259312)));Hå;0.444152;;0
SONG_TN106_region.176;MULTIPOLYGON (((607688.1538019478 1079301.9012290705, 607700.8441563194 1079301.9112270353, 607703.3838763625 1079299.3717439398, 607704.6619822284 1079295.5725172614, 607707.2676690259 1079209.320073696, 607708.5375290475 1079201.7016244093, 607707.2676690259 1079194.0931730876, 607706.014300693 1079187.7444653485, 607699.6732464293 1079186.4747238008, 607690.7924721226 1079185.194984288, 607683.1650661487 1079192.80343561, 607681.8952061272 1079204.221111575, 607679.3060110182 1079272.7171694012, 607678.0279051524 1079277.7861376274, 607679.297765174 1079282.8651038185, 607680.5511335069 1079294.2827797837, 607688.1538019478 1079301.9012290705)));Hå;0.268677;;0
SONG_TN106_region.177;MULTIPOLYGON (((587360.9107357374 1073335.765618666, 587361.0014400247 1073333.126155921, 587284.8263304185 1073188.6055726665, 587135.3374191768 1072904.3134395056, 587100.8368066425 1072791.3464336118, 587082.0610191806 1072798.4849805813, 587105.3967585382 1072891.1961095, 587337.3606044281 1073341.994350826, 587522.9415761533 1073693.7327554938, 587539.4992314995 1073701.991074537, 587534.8815586938 1073695.5323891838, 587360.9107357374 1073335.765618666)));K. Thñy lîi;2.04189;;0
SONG_TN106_region.178;MULTIPOLYGON (((575930.2327681135 1040777.9626650069, 575933.061092707 1040789.2703633576, 575940.1195354243 1040802.3377035385, 575959.5467445856 1040828.8223126731, 575993.099085026 1040853.5472799777, 576000.1657735875 1040867.6744044425, 575982.51142095 1040874.7429656574, 575964.0489755712 1040873.6531874787, 575903.3595615529 1040853.9072067157, 575882.1924792451 1040864.1551207826, 575879.3888921845 1040884.1910425288, 575915.9509657929 1040914.1449454988, 576047.4969198464 1040948.9178675713, 576073.562033666 1040943.3889929577, 576078.5837528423 1040917.8341945627, 576065.8604150936 1040892.3993717472, 576021.3575934282 1040848.2483585578, 575994.8719415496 1040819.9941096283, 575965.5497192331 1040797.7386396646, 575942.9561058622 1040780.7920890858, 575930.2327681135 1040777.9626650069)));Hå nhá;0.706927;;0
SONG_TN106_region.179;MULTIPOLYGON (((573693.4320610114 1049073.0542231842, 573645.3505429216 1049133.7418703898, 573610.7922094772 1049150.3484901604, 573560.9460807081 1049174.3136121295, 573500.570008773 1049184.5415302664, 573549.0390815447 1049214.72538643, 573609.4728743898 1049214.5954128858, 573657.9914222274 1049254.877213642, 573718.4169692282 1049254.7472400977, 573778.9332205163 1049274.803157774, 573851.389454345 1049264.5552437073, 573972.3807276998 1049294.5891303967, 573984.617560635 1049324.842972315, 573970.657346242 1049402.5471558538, 573937.7811650339 1049475.762253133, 573864.9456223676 1049587.629482883, 573841.2800492381 1049698.7368672972, 573865.6877483543 1049749.166602471, 573889.947022273 1049769.3125018317, 573986.7120050862 1049789.2884357881, 574010.9712790049 1049809.434335149, 574010.9960165378 1049814.1933664617, 574011.391817064 1049900.3058385178, 573939.2901545401 1049991.337309326, 573939.5210381803 1050041.8270322895, 573949.2263969167 1050089.6073067533, 573965.2645640724 1050091.8868427603, 573976.7180417995 1050036.9180315023, 574011.0702291365 1049975.0906162933, 574065.245426161 1049940.3976779403, 574102.689805109 1049890.3278695045, 574102.689805109 1049835.3590582467, 574095.3427578413 1049758.7746467814, 574088.9439826676 1049720.8423677867, 574068.337617772 1049681.9002943328, 574046.411917789 1049627.621342656, 574057.8076746061 1049476.132177836, 574082.0669485248 1049333.7611570442, 574075.2064060705 1049255.8670121715, 574056.1172765254 1049102.5582177318, 574080.1456668038 1049072.214394129, 574104.9821498233 1049058.8971048247, 574111.3974166856 1049031.6126584946, 574100.3974603948 1049017.6754953638, 574077.4987507848 1049011.636724538, 574031.5199229905 1049011.7367041875, 573922.6747782837 1048991.7807661607, 573874.5190475952 1049032.282522146, 573753.626724372 1049022.4345266768, 573693.4320610114 1049073.0542231842)));Hå;1.15423;;0
SONG_TN106_region.180;MULTIPOLYGON (((616980.2885431006 1073805.380030015, 616987.8994573858 1073805.4800096645, 616991.750266672 1073801.7307728108, 616993.0366183822 1073800.481027193, 616993.0696017593 1073797.9415440974, 616990.5876026263 1073794.1023255591, 616970.5831843643 1073770.9970285753, 616938.0615744609 1073735.0243507095, 616933.0728386618 1073728.6256531458, 616928.0676111742 1073723.4767012, 616923.021154465 1073720.8872282798, 616920.481434422 1073720.84723642, 616916.6471168243 1073723.336729691, 616908.9619899405 1073728.3157162326, 616881.981587404 1073753.3206265557, 616856.2710448892 1073778.3655287384, 616853.673603936 1073783.414501035, 616858.6376022021 1073791.0929381112, 616863.7087964442 1073791.1529259009, 616871.336202418 1073791.2529055502, 616903.4537659507 1073761.2190188607, 616916.276053831 1073751.2310518825, 616920.1186172729 1073748.7415586116, 616922.658337316 1073748.7815504714, 616928.9334248253 1073753.940500382, 616980.2885431006 1073805.380030015)));Hå;0.387339;;0
SONG_TN106_region.181;MULTIPOLYGON (((619670.6189323253 1044543.1962626311, 619664.3273531274 1044534.2780779017, 619631.2285341234 1044534.048124708, 619623.1970817791 1044529.0091503765, 619620.6820992689 1044522.6404467077, 619606.895047606 1044490.8069263285, 619598.5502531785 1044477.9895352712, 619593.5615173794 1044464.0023823157, 619589.8756249791 1044447.4757462644, 619579.7497281836 1044439.807307153, 619578.3479346534 1044457.5536949273, 619574.1178165295 1044514.6020828934, 619570.060861136 1044548.835114859, 619573.1035776811 1044583.2681061235, 619575.5196100598 1044601.0544857576, 619577.9603799714 1044616.3213782259, 619576.9708786559 1044651.6441883703, 619566.6718191303 1044668.0608468072, 619566.581114843 1044679.4685248074, 619588.143997677 1044691.0561661766, 619594.6664605151 1044668.260806106, 619605.7488752488 1044650.7943613502, 619612.2136171769 1044636.8871921141, 619616.2210975047 1044611.5123570882, 619620.3275279641 1044573.4401065843, 619625.9182103968 1044568.2511627788, 619631.0388797045 1044561.9524448646, 619650.1609926269 1044557.0034522177, 619665.4817713288 1044550.774720058, 619670.6189323253 1044543.1962626311)));Hå;0.610194;;0
SONG_TN106_region.182;MULTIPOLYGON (((613352.875670549 1045909.3381884053, 613371.3958368378 1045939.3020893402, 613377.390565641 1045933.3732961288, 613390.5179497601 1045926.294736949, 613403.6535797237 1045916.8266641478, 613416.8221930643 1045907.3685893114, 613433.5777486737 1045890.7719675057, 613445.6414188787 1045869.3563265973, 613455.2973025492 1045847.910691794, 613462.5618913741 1045831.2440842337, 613469.859463576 1045807.4189337739, 613504.9950061211 1045716.8773632479, 613517.0916597033 1045688.2931814751, 613526.7145599966 1045672.8563236028, 613531.6455748857 1045648.9811833183, 613541.3097044005 1045625.1660308235, 613540.2294987978 1045610.81895113, 613535.4963841719 1045607.2096857855, 613534.2595075275 1045613.1784708566, 613519.8292800095 1045635.7638736634, 613512.5811828733 1045652.4404791887, 613501.6966684026 1045678.645145305, 613489.6577357306 1045697.661274627, 613476.4149097912 1045720.2666733636, 613470.3707059223 1045734.5637632324, 613458.2575606515 1045765.5374586267, 613454.480963964 1045792.9718744309, 613444.8085886048 1045817.9867827189, 613435.1032298685 1045844.1814508701, 613426.6512394651 1045862.0378162587, 613418.207494906 1045879.9041796123, 613403.8020049209 1045896.510799383, 613390.6498832689 1045907.1686300125, 613372.7728928352 1045911.8276816761, 613358.5075822031 1045911.7376999917, 613352.875670549 1045909.3381884053)));;0.0;;
SONG_TN106_region.183;MULTIPOLYGON (((586741.9034502832 1051226.8858170116, 586749.6133147 1051240.7829882829, 586761.957343611 1051240.7729903178, 586819.0268319835 1051203.730530203, 586832.9128337778 1051192.9227300994, 586886.9066222279 1051177.495870192, 586930.0901088059 1051168.2477526197, 586956.3201395114 1051154.3405833836, 586965.5802226557 1051145.092465811, 586948.6102750946 1051135.8343502737, 586911.5864342058 1051140.4634080424, 586856.0589187166 1051158.9696411523, 586814.4009133334 1051180.5952393245, 586789.7211013556 1051194.4824126307, 586765.049535222 1051203.7405281682, 586741.9116961275 1051214.5383303068, 586741.9034502832 1051226.8858170116)));Hå;0.511854;;0
SONG_TN106_region.184;MULTIPOLYGON (((593540.8329559508 1055668.291781712, 593568.5967136953 1055667.5419343414, 593588.1063812996 1055662.2830047812, 593596.3604714399 1055654.0246857381, 593598.6033410884 1055638.2678929877, 593589.5988791172 1055626.2503391257, 593574.5996883428 1055624.0007970135, 593546.0938046116 1055633.7488128333, 593530.3277503178 1055641.2572845055, 593510.8180827134 1055646.5162140657, 593490.5745349668 1055649.5156035488, 593465.0618927152 1055647.2660614366, 593386.2810963114 1055627.0001864966, 593341.2587864554 1055622.5011022722, 593272.6121326914 1055621.3713322335, 593243.3476312851 1055621.3813301984, 593222.3537117075 1055619.871637492, 593213.341003892 1055613.1130131905, 593210.3395165683 1055595.1066783275, 593215.5921193848 1055547.816304146, 593233.592797483 1055491.5177635506, 593243.7186942784 1055470.871965943, 593249.7299147701 1055450.596093038, 593249.7299147701 1055431.0900634339, 593237.7239654752 1055414.5734253475, 593218.9564238576 1055401.806024115, 593215.9631823782 1055407.814801046, 593219.7150415329 1055422.8317443908, 593225.7180161803 1055434.8393002874, 593225.7180161803 1055446.1070067785, 593219.7150415329 1055464.863189012, 593209.968453575 1055490.3879935122, 593201.7061175904 1055533.9291308399, 593195.7113887873 1055615.7524759355, 593195.703142943 1055639.7575897642, 593196.0906976248 1055664.9124695614, 593195.3238341054 1055685.918193907, 593196.8410694558 1055703.9445246998, 593200.5846827662 1055711.452996372, 593208.8387729065 1055715.9620785615, 593219.3439785395 1055716.7119259322, 593232.8589173406 1055716.7219238973, 593232.8589173406 1055716.7219238973, 593220.8529680456 1055704.6943720705, 593214.8499933982 1055679.1795655354, 593217.851480722 1055653.6647590003, 593232.8506714964 1055641.6472051383, 593265.8752779017 1055634.128735501, 593399.4167262749 1055646.1462893628, 593441.4293029628 1055656.6541505181, 593509.3255848959 1055669.7914764537, 593509.3255848959 1055669.7914764537, 593540.8329559508 1055668.291781712)));Hå;2.63687;;0
SONG_TN106_region.185;MULTIPOLYGON (((598076.484348482 1072950.943948001, 598086.6349828104 1072950.9539459657, 598091.7061770523 1072944.6252341566, 598129.7937318555 1072904.053492417, 598134.881417786 1072896.4550390602, 598137.4293836735 1072891.366074904, 598145.0320521144 1072882.5078779643, 598145.0485438029 1072878.698653321, 598145.0485438029 1072874.8794307127, 598142.5170696041 1072869.8104624865, 598139.9855954052 1072867.270979391, 598134.8979094747 1072864.7214983304, 598126.0253810121 1072869.8004645216, 598118.4062208827 1072874.8694327478, 598100.6281805806 1072891.3460789742, 598084.1282461444 1072909.1024647134, 598068.8816800411 1072926.8488524877, 598063.8104857991 1072933.1775642966, 598063.8022399548 1072939.5262720357, 598063.7939941104 1072940.7960135834, 598070.1350483741 1072945.8649818096, 598076.484348482 1072950.943948001)));Hå;0.246833;;0
SONG_TN106_region.186;MULTIPOLYGON (((599107.3385731427 1072417.222585436, 599114.9494874278 1072417.222585436, 599121.2905416915 1072412.1636151746, 599125.1001217562 1072409.614134114, 599133.9808960629 1072408.3543905313, 599142.869916214 1072404.5551638529, 599149.2274621662 1072398.2264520437, 599155.5602705855 1072391.8877422698, 599158.1082364729 1072386.8087760785, 599158.1082364729 1072382.9995514352, 599156.8466222957 1072377.930583209, 599155.5767622741 1072371.58187547, 599153.0535339195 1072367.7826487916, 599147.9740938332 1072360.15420154, 599145.4426196343 1072353.805493801, 599134.0303711287 1072353.8154917657, 599126.4112109992 1072358.874462027, 599121.331770913 1072360.13420561, 599117.5304366925 1072361.4039471578, 599104.8318364767 1072374.0713687409, 599092.1332362609 1072386.7487882888, 599090.8633762393 1072393.1074939927, 599090.855130395 1072400.7159453146, 599092.1167445723 1072407.0546550886, 599095.9180787927 1072410.8638797319, 599098.4577988359 1072413.4033628276, 599104.7988530995 1072414.6731043754, 599107.3385731427 1072417.222585436)));Hå;0.204344;;0
SONG_TN106_region.187;MULTIPOLYGON (((595293.8582240526 1078284.8282513246, 595298.9294182946 1078284.8382492894, 595309.0965443115 1078274.700312837, 595309.0882984672 1078270.8910881937, 595307.8349301342 1078255.6641875852, 595306.5733159569 1078241.7070285243, 595304.0500876023 1078237.897803881, 595298.9706475161 1078230.2793545942, 595296.4474191614 1078223.9406448202, 595288.828259032 1078223.9206488903, 595281.2173447468 1078231.539098177, 595281.2008530583 1078241.6870325946, 595282.4542213912 1078260.7231578464, 595283.7158355685 1078267.0618676203, 595293.8582240526 1078284.8282513246)));Hå;0.148198;;0
SONG_TN106_region.188;MULTIPOLYGON (((599885.8699623466 1069425.4515517505, 599841.4495991243 1069433.0300091775, 599802.1169218326 1069458.3748503088, 599756.9874160007 1069511.4740421223, 599786.8456181964 1069511.6440075263, 599819.8619787574 1069476.1512319779, 599840.1714932584 1069460.9343293342, 599878.2343105286 1069440.6784523593, 599885.8699623466 1069425.4515517505)));Hå;0.325827;;0
SONG_TN106_region.189;MULTIPOLYGON (((597975.4892475449 1069083.9510631843, 598013.5850481923 1069039.5800947663, 598013.6180315695 1069000.2580986444, 597981.9457436287 1068932.9917905063, 597952.813175731 1068869.5247090466, 597942.6955247798 1068847.9491006993, 597949.9518677603 1068894.669590879, 597970.5747243445 1068956.5269999828, 597990.7935345583 1068988.8204267495, 597992.0221653583 1069039.5700968013, 597975.4892475449 1069083.9510631843)));Hå;0.516877;;0
SONG_TN106_region.190;MULTIPOLYGON (((598843.8343728207 1069828.579496227, 598827.4746177375 1069817.9216655975, 598752.6188432187 1069824.2103855468, 598710.7464458836 1069830.519101426, 598692.6055884325 1069844.76620147, 598725.9517827654 1069848.2754871652, 598817.2992458763 1069843.2865026584, 598843.8343728207 1069828.579496227)));Hå;0.315278;;0
SONG_TN106_region.191;MULTIPOLYGON (((590389.2547743424 1057177.3346204201, 590389.2547743424 1057177.324622455, 590387.4819178188 1057171.9057254558, 590384.4969221837 1057169.5562036943, 590378.3042931174 1057168.2964601114, 590370.7840831195 1057172.05569493, 590365.9850017392 1057180.0740628145, 590363.7173945579 1057187.4425629778, 590357.5000279587 1057214.7470052377, 590352.3381294294 1057264.9667831475, 590348.4873201431 1057288.142065886, 590349.7819176976 1057297.1802261947, 590360.8148573657 1057298.6099351817, 590365.5232344586 1057294.8307044331, 590370.3717909047 1057288.142065886, 590375.5171977454 1057257.2483542114, 590378.1063928544 1057244.3609773996, 590379.3927445645 1057231.4835985526, 590381.9736938291 1057218.6062197057, 590384.5463972494 1057205.7388388237, 590387.5643762618 1057191.991637027, 590389.2547743424 1057177.3346204201)));hå;0.291655;;0
SONG_TN106_region.192;MULTIPOLYGON (((590456.7552557493 1056320.069114327, 590456.7387640607 1056320.069114327, 590482.5070274856 1056310.8209967543, 590481.2536591527 1056261.8309685325, 590467.4501158012 1056242.9848046144, 590469.9568524671 1056178.927843223, 590463.6735191136 1056167.6201448725, 590453.6383266054 1056171.389377656, 590447.3549932519 1056191.4952851569, 590451.1233440951 1056240.4853133787, 590456.7552557493 1056320.069114327)));§Çm;1.05572;;0
SONG_TN106_region.193;MULTIPOLYGON (((588352.226136999 1056805.4803102862, 588352.2096453103 1056805.4603143563, 588413.187663879 1056820.4472638061, 588419.2566052809 1056796.8220726454, 588385.3579393801 1056788.9636722, 588390.8001966155 1056732.0452577781, 588364.7763120173 1056725.9864910224, 588352.226136999 1056805.4603143563, 588352.226136999 1056805.4803102862)));§Çm;0.937489;;0
