'year','subsidence_threshold','An Giang','Bạc Liêu','Bến Tre','Cần Thơ','Cà Mau','Đồng Tháp','Hậu Giang','Kiên Giang','Long An','Sóc Trăng','Tiền Giang','Trà Vinh','Vĩnh Long','Up stream zone','Coastal zone','Midle zone','total_benefit','total_benefit_5','total_benefit_34'
2027,'B1',1.0,15125.09199999837,42513.41774999729,34396.56899999741,9827.271250000747,77435.19799999447,15645.066499999723,12349.992499999977,48455.092999994886,21530.154499996504,24374.740999997477,22827.90599999888,26948.989999998706,14418.672250000373,44335.38474999262,181961.7512499959,136527.9142499861,365848.1637500479,581487.108002096,2180753.5567609575
2028,'B1',0.1,15092.690499998376,30835.57699999811,34407.741249997416,9795.982500000748,56133.426999996314,15795.265999999656,12268.273749999973,43271.831499995,21370.45474999654,21527.28599999768,22868.374999998865,26900.17274999872,14487.346750000374,44335.54249999266,145287.03849999083,132219.62224998642,324754.4247500406,622528.3720037169,2326063.6612572866
2028,'B1',0.2,15075.79274999838,30827.624249998116,34465.627749997395,9787.045500000742,55851.12874999634,15797.344249999667,12393.38899999997,43517.84874999502,21465.541499996525,21598.79849999767,22859.495749998863,26959.967249998706,14497.13625000037,44336.71774999269,145424.7967499908,132429.93499998635,325096.7402500407,622528.3720037169,2325419.101507303
2028,'B1',1.0,15117.334749998374,30830.07399999811,34415.060749997414,9804.815500000745,55329.14524999637,15804.266499999656,12374.658999999974,43681.503249994996,21496.98299999651,21549.115999997663,22808.119249998887,26952.127999998705,14418.672250000373,44377.54424999263,145090.61849999081,132236.1469999864,324581.8775000407,623035.6860037369,2325065.633257312
2028,'B1',0.5,15098.797499998374,30835.03024999811,34452.41899999741,9830.39950000075,56304.7497499963,15813.71924999966,12308.416249999982,43317.713499995,21486.802749996525,21577.35374999767,22799.36174999889,26920.05049999872,14477.440000000379,44386.83074999266,145681.15424999077,132262.83949998638,325222.2537500408,623193.5820037432,2327422.0882572522
2029,'B1',0.2,15262.632249998329,42757.05549999729,34549.39549999738,9793.829750000745,77674.76924999445,15808.395249999661,12352.094999999972,49140.12624999468,22734.033749996423,24445.775249997474,23028.708499998775,26960.706999998707,14497.13625000037,44987.83999999252,183515.89724999614,137484.73949998585,369004.659500051,664824.0320053874,2513457.2797525525
2029,'B1',0.1,15292.840499998318,42635.098499997286,34498.690249997395,9807.678500000746,77704.16924999445,15799.386249999652,12293.54599999998,49233.08949999468,22683.77624999643,24450.40149999747,23059.517749998766,26907.18849999872,14487.346750000374,44946.804999992506,183406.26349999622,137483.47824998587,368852.72950005054,664778.7100053856,2514108.770252536
2029,'B1',0.5,15273.91449999832,42714.28524999729,34529.96324999739,9836.24750000075,77726.40674999445,15831.700999999659,12299.143249999981,49123.50349999469,22768.980499996418,24459.341249997473,22974.2349999988,26927.06624999872,14480.57800000038,44995.340999992506,183554.2634999961,137379.57874998587,368945.36600005033,665525.7920054151,2515453.335752502
2029,'B1',1.0,15300.652249998324,42720.28874999729,34518.11574999739,9825.28350000075,77644.86899999446,15812.714249999657,12391.952249999975,49083.21649999469,22749.74849999643,24360.37849999747,22995.25524999879,26970.955999998703,14421.810250000373,44910.37749999253,183525.1184999962,137343.5619999859,368795.24075005035,665224.6200054032,2513055.2962525627
2030,'B1',0.2,15224.297249998339,38077.170000000864,34478.6187499974,9793.829750000745,73626.35364999693,15806.387749999662,12338.34799999997,48961.391849994805,22682.723099996514,24440.987749997465,22861.51474999886,26964.584749998707,14503.412250000372,44749.0892499926,176306.6470499942,135687.7005499879,359759.6196001861,706624.0740070255,2693325.4898998495
2030,'B1',0.5,15265.755749998323,38022.75875000081,34485.9129999974,9846.481500000755,73544.30109999691,15829.69349999966,12358.710249999975,48975.091849994795,22785.575249996473,24482.589249997483,22802.591999998887,26936.881749998716,14486.854000000381,44858.58574999256,176268.3273999943,135680.10204998794,359823.19795018446,707490.7476070595,2695029.06824979
2030,'B1',0.1,15278.15724999832,37956.21650000079,34413.86974999742,9809.140500000745,73565.20344999705,15800.918249999653,12270.812999999976,48578.047749995174,22542.01484999645,25294.776249997387,22888.998499998863,26874.79399999873,14496.021000000375,44759.28799999256,176273.0880499939,135720.41224998792,359768.9710501799,706526.1200070222,2697574.039649742
2030,'B1',1.0,15283.88124999833,38052.52790000082,34459.587249997414,9819.649500000747,73476.62484999691,15809.770499999659,12415.494999999968,48933.8201999948,22799.914249996462,24383.181499997478,22809.58124999889,26971.6957499987,14421.810250000373,44744.6884999926,176218.29274999423,135651.4446999879,359637.53945018473,706994.2524070402,2692617.167249851
2031,'B1',0.1,15310.257999998312,34173.61772999739,34487.31499999741,9883.91650000075,70290.84234999487,15796.174249999653,12793.405999999959,49158.9831999951,21748.957579996466,26004.388249997373,22909.06499999885,26888.579499998727,14499.159000000376,44990.24124999248,169948.89458000084,135989.3437799845,353944.66236001224,750018.1638487142,2873758.9720167685
2031,'B1',1.0,15318.218749998321,34206.21387999735,34537.4407499974,9886.90150000075,70163.63075999494,15808.565999999659,12884.207999999964,49483.78300999473,22099.166799996492,25125.47599999751,22828.587249998873,26974.8337499987,14421.810250000373,45006.531249992506,169729.34653000074,135986.77616998449,353738.83670001966,750557.0570487346,2864779.769546965
2031,'B1',0.5,15251.740499998332,34196.31871999736,34552.60524999739,9909.347500000747,70224.98305999488,15828.48899999966,12826.978249999964,49479.69697999475,22245.207549996485,25182.298249997508,22827.445999998872,26936.881749998716,14486.854000000381,45024.06499999251,169948.56940000068,135966.9604099845,353948.84681001963,751102.9093687555,2867351.0777969
2031,'B1',0.2,15326.528249998313,34232.95733999738,34566.786999997385,9843.01200000075,70307.70305999488,15808.722749999662,12844.457499999957,49483.40522999475,21948.525249996503,25183.09474999751,22861.51474999886,26964.584749998707,14503.412250000372,45100.91449999249,169770.49420000077,135980.1826799845,353874.70488001837,750262.1424087225,2865714.8663369715
2032,'B1',0.5,15262.47249999833,22458.539923999677,34516.2574999974,9798.345500000747,50423.98116199717,15812.362499999657,12263.34949999998,47767.225475994375,22751.834839996496,20705.993999997696,22801.129999998888,26940.01974999872,14486.854000000381,44767.427499992584,139085.88417598393,129208.97197598632,315988.36665208085,792436.5148903622,3004220.8594974126
2032,'B1',1.0,15305.942249998321,22307.46816799967,34486.07149999741,9802.864000000747,50629.76147799712,15800.83224999966,12389.193749999982,47719.69874199441,22723.292589996487,20682.44074999771,22822.33774999888,26974.8337499987,14424.948250000374,44626.58549999264,139082.00357398402,129393.4286539863,316069.6852280812,791843.4575143408,3001796.1504714745
2032,'B1',0.1,15276.863499998324,22243.647331999626,34445.89999999742,9783.093500000745,50573.96725199706,15788.440499999653,12268.635749999976,47256.33975599473,22449.01986399647,21332.55749999764,22865.204999998867,26896.44649999872,14501.557250000376,44672.23599999257,138773.01739398413,129338.06030998638,315681.6737040761,791246.6223303187,3014195.7057891907
2032,'B1',0.2,15289.210249998323,22224.661437999643,34493.3544999974,9776.661500000739,50506.297659997166,15797.449499999662,12318.884249999972,47929.61513799437,22689.8102939965,20640.09324999772,22871.222999998856,26967.722749998706,14503.412250000372,44843.55474999256,138986.65105198402,129265.9684779863,316008.3957800806,791780.7435623363,3002568.5132514853
2033,'B1',0.5,15379.403749998288,28248.570133599856,34573.93774999739,9847.417750000752,65471.48101959673,15826.88299999966,12359.566249999969,49376.874207194014,22915.54957199637,24481.454749997472,22976.5699999988,26943.157749998718,14489.992000000382,45167.73199999251,162381.30666717305,132318.70576518634,342890.85793247673,834232.3580279833,3167736.491754641
2033,'B1',1.0,15432.983249998282,28243.503602799843,34565.7782499974,9811.091500000746,65448.69766759673,15806.959999999659,12405.143499999971,49412.05536639402,22914.296071996374,24365.493499997465,22994.66624999879,26977.9717499987,14424.948250000374,45136.147749992495,162303.56542037302,132340.76228838632,342803.5889588766,833553.0426519585,3165311.7827287028
2033,'B1',0.2,15398.617999998289,28291.932109999838,34583.787749997384,9778.06850000074,65543.85608879678,15805.975499999662,12383.783499999981,49421.34995719401,22856.09308519637,24426.293749997472,23029.118999998773,26970.120999998708,14506.550250000373,45190.09899999251,162398.4707835728,132383.86520758632,342995.5484912759,833609.2793591591,3166269.5458435025
2033,'B1',0.1,15398.689499998285,28278.489714799824,34522.583749997415,9810.816500000752,65613.97034439693,15794.568249999653,12325.164499999972,49137.2450479943,22613.948541196332,25274.932249997375,23059.65099999877,26905.522249998718,14507.833250000378,45110.52824999248,162682.3484315726,132427.42471678634,343243.4148984697,832950.4296439359,3181923.504131106
2034,'B1',0.2,15324.099999998305,26475.675429680028,34600.74599999739,9775.144500000744,63875.71491119679,15803.175749999662,12566.747499999958,50300.641065754106,22779.376418156426,25178.420749997502,23034.96699999877,26973.258999998707,14506.550250000373,45453.13574999238,159582.1050170311,133136.1643077461,341194.51857491344,877132.1655528999,3326611.2073169868
2034,'B1',0.5,15311.27649999831,26447.399453280028,34587.82124999739,9834.259750000752,63836.25095127677,15827.41774999966,12551.08824999997,50283.1180657541,22771.207207596457,25177.6242499975,22982.631999998797,26946.295749998717,14489.992000000382,45383.83199999239,159605.02576935105,133041.34265854614,341046.383178033,877690.4619490815,3327928.4468102907
2034,'B1',0.1,15267.759999998329,26446.458100559994,34538.87624999742,9806.64450000075,63967.952115676766,15792.704749999653,12512.300499999974,50017.15508839439,22505.853632956405,26017.039249997368,23062.574999998764,26908.660249998713,14507.833250000378,45261.89599999238,159925.96698543092,133154.69770214616,341351.81268770975,876239.0903381467,3346347.3773544873
2034,'B1',1.0,15335.17999999831,26436.81062416002,34575.6574999974,9822.787500000743,63823.91051967677,15806.558499999659,12609.234499999957,50300.5482931141,22864.466707596435,25122.006499997504,22994.66624999879,26977.9717499987,14427.346500000374,45398.51224999239,159523.4933719111,133152.02602262612,341097.1451446727,877021.405368577,3325531.460784352
2035,'B1',0.1,15073.45574999838,24658.70055105381,34552.770499997416,9812.492500000746,62675.98290121226,15794.166749999653,12313.468499999972,49292.48227071432,22570.577906364346,25316.553749997373,23059.65099999877,26908.660249998713,14507.833250000378,44586.05999999258,157782.87614700827,131158.60773232134,336536.79587927763,917310.5640785325,3508358.2113836505
2035,'B1',0.5,15076.90924999838,24655.912028701874,34596.95024999739,9835.721750000752,62528.155494892286,15826.48149999966,12371.47624999998,49453.40385260207,22832.512266076414,24419.505249997463,22981.169999998798,26946.295749998717,14489.992000000382,44615.47224999262,157409.8219993444,130979.9393929134,336014.4856422144,918749.4450164434,3485652.748805281
2035,'B1',0.2,15116.039749998372,24659.23923265386,34605.85999999739,9794.15050000075,62546.98633762831,15806.715249999663,12366.453499999972,49535.11810260207,22784.513984524398,24495.26524999748,23032.042999998775,26976.396999998706,14506.550250000373,44736.908749992595,157378.6370722884,131107.4650851054,336225.3321573485,918384.8281112134,3484394.283846257
