DVDD,5,6,102,101,16,12,14,34
71,0.33,0.33,0.33,0,0,0,0,0
72,0.33,0.33,0.33,0,0,0,0,0
73,0,0.33,0,0.67,0,0,0,0.33
74,0,0.33,0,0.67,0,0,0,0.33
75,0.33,0.33,0.33,0,1,0.33,0.33,0
76,0.67,0.67,0.67,0,1,0.67,0.67,0
77,0.67,0.67,0.67,0,1,0.67,0.67,0
78,0.67,0.67,0.67,0,1,0.67,0.67,0
79,0,0,0,0,0,0,0,0.67
80,0,0.33,0,0.67,0,0,0,0.67
81,0,0.33,0,0.67,0,0,0,0.67
82,0.67,0.67,0.67,0,1,0.67,0.67,0
83,0.67,0.67,0.67,0,0,0,0,0
84,0.67,0.67,0.67,0,0,0,0,0
85,0,0.67,0,0,0,0,0,0
86,0.67,0.67,0.67,0,0,0,0,0
87,0,0.33,0,0.67,0,0,0,0.67
88,0.67,0.67,0.67,0,0,0,0,0
89,0.67,0.67,0.67,0,0,0,0,0
90,0.67,0.67,0.67,0,1,0.67,0.67,0
91,0.67,0.67,0.67,0,0,0,0,0
92,0.67,0.67,0.67,0,0,0,0,0
93,0,0.67,0,0,0,0,0,0
94,0,0.67,0,0,0,0,0,0
95,0,0.67,0,0,0,0,0,0
96,0.67,0.67,1,0,1,1,1,0
97,0,0.33,0,0.67,0,0,0,0.67
98,0.67,0.67,0.67,0,0,0,0,0
99,0.67,0.67,1,0,1,1,1,0
100,0,0.67,0,0,0,0,0,0
101,0,0.67,0,0,0,0,0,0
102,0,0.67,0,0,0,0,0,0
103,0,0,0,0,0,0,0,0.67
104,0,0,0,0,0,0,0,0.67
105,0,0.33,0,0.67,0,0,0,0.67
106,0,0.33,0,0.67,0,0,0,0.67
107,0.67,0.67,0.67,0,0,0,0,0
108,0,0.67,0,0,0,0,0,0
109,0.67,0.67,1,0,1,1,1,0
110,0.67,0.67,1,0,1,1,1,0
111,0,0,0,0,0,0,0,0.33
112,0,0,0,0,0,0,0,0.33
113,0,0.33,0,0.67,0,0,0,0.33
114,0,0.33,0,0.67,0,0,0,0.33
115,0.33,0.33,0.33,0,1,0.33,0.33,0
116,0.33,0.33,0.33,0,1,0.33,0.33,0
117,0.33,0.33,0.33,0,0,0,0,0
118,0,0,0,0,0,0,0,0.33
119,0,0,0,0,0,0,0,0.33
120,0,0,0,0,0,0,0,0.33
121,0,0.33,0,0.67,0,0,0,0.33
122,0.33,0.33,0.33,0,0,0,0,0
123,0.33,0.33,0.33,0,0,0,0,0
124,0.33,0.33,0.33,0,1,0.33,0.33,0
125,0.33,0.33,0.33,0,0,0,0,0
126,0,0,0,0,0,0,0,0.33
127,0,0,0,0,0,0,0,0.33
128,0,0.33,0,0.67,0,0,0,0.33
129,0.33,0.33,0.33,0,0,0,0,0
130,0.33,0.33,0.33,0,0,0,0,0
131,0.67,0.67,1,0,1,1,1,0
132,0.67,0.67,1,0,1,1,1,0
133,0,0,0,0,0,0,0,0.67
134,0,0,0,0,0,0,0,0.67
135,0,0.33,0,0.67,0,0,0,0.67
136,0,0.33,0,0.67,0,0,0,0.67
137,0.67,0.67,0.67,0,1,0.67,0.67,0
138,0,0.67,0,0,0,0,0,0
139,0.67,0.67,0.67,0,1,0.67,0.67,0
140,0.67,0.67,0.67,0,0,0,0,0
141,0,0,0,0,0,0,0,0.67
142,0,0,0,0,0,0,0,0.67
143,0,0.33,0,0.67,0,0,0,0.67
144,0.67,0.67,0.67,0,0,0,0,0
145,0.67,0.67,0.67,0,1,0.67,0.67,0
146,0.67,0.67,0.67,0,0,0,0,0
147,0.67,0.67,0.67,0,0,0,0,0
148,0,0,0,0,0,0,0,0.67
149,0,0,0,0,0,0,0,0.67
150,0,0,0,0,0,0,0,0.67
151,0,0.33,0,0.67,0,0,0,0.67
152,0,0.33,0,0.67,0,0,0,0.67
153,0.67,0.67,0.67,0,1,0.67,0.67,0
154,0.67,0.67,0.67,0,0,0,0,0
155,0.33,0.33,0.33,0,1,0.33,0.33,0
156,0.33,0.33,0.33,0,1,0.33,0.33,0
157,0,0.33,0,0.67,0,0,0,0.33
158,0.33,0.33,0.33,0,0,0,0,0
159,0,0.33,0,0,0,0,0,0
160,0.33,0.33,0.33,0,0,0,0,0
161,0.33,0.33,0.33,0,1,0.33,0.33,0
162,0.33,0.33,0.33,0,0,0,0,0
163,0,0.33,0,0.67,0,0,0,0.33
164,0.33,0.33,0.33,0,1,0.33,0.33,0
165,0.67,0.67,0.67,0,0,0,0,0
166,0,0.67,0,0,0,0,0,0
167,0.67,0.67,0.67,0,1,0.67,0.67,0
168,0,0,0,0,0,0,0,0.67
169,0.67,0.67,0.67,0,0,0,0,0
170,0,0.67,0,0,0,0,0,0
171,0.67,0.67,0.67,0,1,0.67,0.67,0
172,1,1,0.67,0,0,0,0,0
173,1,1,0.67,0,0,0,0,0
174,1,1,0.67,0,0,0,0,0
175,0,0.67,0,0,0,0,0,0
176,0,0.67,0,0,0,0,0,0
177,0,0.67,0,0,0,0,0,0
178,1,1,1,0,1,1,1,0
179,0,0.67,0,0,0,0,0,0
180,0,0.33,0,1,0,0,0,0.67
181,1,1,0.67,0,0,0,0,0
182,1,1,1,0,1,1,1,0
183,1,1,0.67,0,0,0,0,0
184,0,0.67,0,0,0,0,0,0
185,0,0.67,0,0,0,0,0,0
186,0,0.67,0,0,0,0,0,0
187,0,0,0,0,0,0,0,1
188,0,0,0,0,0,0,0,1
189,0,0.33,0,1,0,0,0,0.67
190,0,0.33,0,1,0,0,0,0.67
191,0,0.33,0,1,0,0,0,0.67
192,1,1,0.67,0,0,0,0,0
193,1,1,1,0,1,1,1,0
194,1,1,0.67,0,0,0,0,0
195,0,0.67,0,0,0,0,0,0
196,0,0.67,0.67,0,0.33,0.33,0.33,0
197,0,0,0,0,0,0,0,1
198,0,0,0,0,0,0,0,1
199,0,0,0,0,0,0,0,1
200,0,0.33,0,1,0,0,0,0.67
201,0,0.33,0,1,0,0,0,0.67
202,0,0.33,0,1,0,0,0,0.67
203,0,0.33,0,1,0,0,0,0.67
204,0.67,1,0.67,0,0,0,0,0
205,1,1,0.67,0,0,0,0,0
206,0.67,1,1,0,1,1,1,0
207,0,0.33,0,0,0,0,0,0
208,1,1,1,0,1,1,1,0
209,1,1,0.67,0,0,0,0,0
210,1,1,0.67,0,0,0,0,0
211,0.67,0.67,0.67,0,0,0,0,0
212,0.67,0.67,0.67,0,0,0,0,0
213,0,0.67,0,0,0,0,0,0
214,0,0.67,0,0,0,0,0,0
215,0.67,0.67,0.67,0,1,0.67,0.67,0
216,0,0.67,0,0,0,0,0,0
217,0,0.67,0,0,0,0,0,0
218,0.67,0.67,0.67,0,1,0.67,0.67,0
219,0.67,0.67,0.67,0,0,0,0,0
220,0.67,0.67,0.67,0,0,0,0,0
221,0,0.67,0,0,0,0,0,0
222,0,0.67,0,0,0,0,0,0
223,0,0.67,0,0,0,0,0,0
224,0,0.67,0,0,0,0,0,0
225,0.67,0.67,0.67,0,0,0,0,0
226,0.67,0.67,0.67,0,0,0,0,0
227,0,0.67,0,0,0,0,0,0
228,0,0.67,0,0,0,0,0,0
229,0.67,0.67,0.67,0,0,0,0,0
230,0.67,0.67,0.67,0,1,0.67,0.67,0
231,0.33,0.33,0.33,0,0,0,0,0
232,0.33,0.33,0.33,0,1,0.33,0.33,0
233,0,0.33,0,0,0,0,0,0
234,0.33,0.33,0.33,0,1,0.33,0.33,0
235,0.33,0.33,0.33,0,0,0,0,0
236,0,0.33,0,0,0,0,0,0
237,0.33,0.33,0.33,0,0,0,0,0
238,0,0.33,0,0,0,0,0,0
239,0.33,0.33,0.33,0,0,0,0,0
240,0.33,0.33,0.33,0,1,0.33,0.33,0
241,0.33,0.33,0.33,0,0,0,0,0
242,0,0,0,0,0,0,0,0.33
243,0,0,0,0,0,0,0,0.33
244,0,0.33,0,0.67,0,0,0,0.33
245,0,0.33,0,0.67,0,0,0,0.33
246,0.33,0.33,0.33,0,0,0,0,0
247,0.33,0.33,0.33,0,0,0,0,0
248,0.33,0.33,0.33,0,1,0.33,0.33,0
249,0,0,0,0,0,0,0,0.67
250,0,0,0,0,0,0,0,0.67
251,0,0.33,0,0.67,0,0,0,0.67
252,0,0.33,0,0.67,0,0,0,0.67
253,0,0.33,0,0.67,0,0,0,0.67
254,0.67,0.67,0.67,0,0,0,0,0
255,0.67,0.67,0.67,0,1,0.67,0.67,0
256,0.67,0.67,0.67,0,0,0,0,0
257,0,0.67,0,0,0,0,0,0
258,0,0,0,0,0,0,0,0.67
259,0,0.33,0,0.67,0,0,0,0.67
260,0,0.33,0,0.67,0,0,0,0.67
