climat_code,Nam,thang,tmax_avg,tmax_max,pre_min
94,2019,11,31.2,33.99,1.8
94,2019,12,29.86,32.48,0
94,2020,1,30.14,32.85,0
94,2020,2,30.94,33.7,0
94,2020,3,32.43,34.49,0
94,2020,4,33.92,36.79,0
94,2020,5,33.43,37.61,46.5
94,2020,6,32.57,36.05,28.2
94,2020,7,31.65,32.63,0
94,2020,8,31.86,33.4,140.4
94,2020,9,31.63,33.29,100.5
94,2020,10,31.11,32.69,153.6
94,2020,11,30.88,32.21,10.5
94,2020,12,30.02,32.53,0.6
94,2021,1,30.15,32.61,0
94,2021,2,30.99,34.25,0
94,2021,3,32.27,34.99,0
94,2021,4,33.77,36.19,1.2
94,2021,5,33.43,36.84,65.1
94,2021,6,32.43,34.47,116.7
94,2021,7,31.79,33.94,16.5
94,2021,8,31.62,32.79,114.6
94,2021,9,31.44,33.88,135.6
94,2021,10,31.38,32.69,110.7
94,2021,11,31.51,33.16,0
94,2021,12,30.75,33.63,0.3
94,2022,1,30.32,33.27,0
94,2022,2,31.08,33.2,0
94,2022,3,32.75,35.31,0
94,2022,4,34.05,35.76,0
94,2022,5,33.97,36.21,0
94,2022,6,32.55,36.29,85.2
94,2022,7,32.12,33.73,65.4
94,2022,8,31.67,33.77,69.3
94,2022,9,31.41,33.56,41.1
94,2022,10,31.53,33.73,81
94,2022,11,31.25,33.17,20.7
94,2022,12,30.14,33.03,0
94,2023,1,30.51,33.25,0
94,2023,2,31.23,32.84,0
94,2023,3,32.55,34.6,0
94,2023,4,33.97,36.31,0.3
94,2023,5,34.01,38.84,45.6
94,2023,6,32.57,35.11,110.4
94,2023,7,31.88,34.01,162.9
94,2023,8,31.47,33.36,98.1
94,2023,9,31.47,32.92,0
94,2023,10,31.52,32.78,149.7
94,2023,11,31.36,33.75,13.5
94,2023,12,31.06,32.75,0.6
94,2024,1,30.74,32.58,0
94,2024,2,30.93,32.44,0
94,2024,3,32.65,33.71,0
94,2024,4,33.88,36.71,0
94,2024,5,33.92,37.4,48
94,2024,6,32.84,36.29,22.2
94,2024,7,32.09,33.49,100.2
94,2024,8,31.84,33.54,24.3
94,2024,9,31.57,32.94,16.8
94,2024,10,31.27,33.42,57.3
94,2024,11,31.15,33.02,5.4
94,2024,12,30.16,33.79,0.6
94,2025,1,30.57,31.99,0
94,2025,2,31.03,33.02,0
94,2025,3,32.52,34.43,0
94,2025,4,34.06,36.37,0
94,2025,5,34.28,37.22,0
94,2025,6,32.79,34.55,109.8
94,2025,7,32.15,33.93,78.6
94,2025,8,31.96,33.59,112.2
94,2025,9,31.42,32.89,151.5
94,2025,10,31.38,32.93,95.4
94,2025,11,31.29,32.99,0
94,2025,12,30.07,33.71,0.3
94,2026,1,30.45,32.9,0
94,2026,2,30.97,34.69,0
94,2026,3,32.58,35.11,0
94,2026,4,33.88,36.84,0
94,2026,5,33.57,37.34,0
94,2026,6,32.68,35.23,174.3
94,2026,7,31.83,33.02,123.3
94,2026,8,31.6,34.37,98.4
94,2026,9,31.51,32.98,117.3
94,2026,10,31.49,33,127.5
94,2026,11,31.18,32.7,16.8
94,2026,12,30.09,31.49,0.9
94,2027,1,30.5,32,0
94,2027,2,31.06,32.54,0
94,2027,3,32.53,34.2,0
94,2027,4,34.1,36.64,0
94,2027,5,33.77,37.95,75
94,2027,6,32.66,34.61,32.7
94,2027,7,31.91,33.2,118.5
94,2027,8,31.59,33.14,63.6
94,2027,9,31.52,33.8,0
94,2027,10,31.49,32.78,151.2
94,2027,11,31.37,33.57,3
94,2027,12,30.41,32.46,0
94,2028,1,30.63,32.9,0
94,2028,2,31.23,33.25,0
94,2028,3,32.57,34.6,0
94,2028,4,33.93,36.16,0.6
94,2028,5,33.68,36.72,33
94,2028,6,32.91,35.26,104.1
94,2028,7,32.16,33.62,106.2
94,2028,8,31.74,32.75,90.9
94,2028,9,31.6,33.37,51.9
94,2028,10,31.69,33,0
94,2028,11,31.2,34.7,0
94,2028,12,30.56,32.47,0.3
94,2029,1,30.49,32.21,0
94,2029,2,31.56,33.68,0
94,2029,3,32.92,34.37,0
94,2029,4,34.45,37.12,0.3
94,2029,5,33.99,37.26,0
94,2029,6,33.02,35.3,76.5
94,2029,7,32.17,33.52,0
94,2029,8,31.75,33.95,52.5
94,2029,9,31.52,32.93,74.1
94,2029,10,31.57,33.72,167.7
94,2029,11,30.95,34.35,4.5
94,2029,12,30.19,32.29,0
94,2030,1,30.65,32.52,0
94,2030,2,30.81,33.35,0
94,2030,3,32.52,34.59,0
94,2030,4,33.99,36.47,1.2
94,2030,5,33.69,38.41,75.3
94,2030,6,32.61,34.13,83.1
94,2030,7,32.11,34.71,14.7
94,2030,8,31.76,33.75,0
94,2030,9,31.83,34.13,0
94,2030,10,31.48,34.36,65.7
94,2030,11,31.04,32.85,12.6
94,2030,12,30.24,32.42,0
94,2031,1,30.22,31.95,0
94,2031,2,31.11,33.3,0
94,2031,3,32.34,33.9,0
94,2031,4,34.11,36.72,1.2
94,2031,5,33.88,36.64,0
94,2031,6,32.68,35.57,70.2
94,2031,7,31.8,33.6,80.4
94,2031,8,31.79,33.55,138.9
94,2031,9,31.55,33.5,146.1
94,2031,10,31.58,33.79,127.5
94,2031,11,31.27,32.91,6.9
94,2031,12,30.36,32.47,0
94,2032,1,30.51,32.03,0
94,2032,2,31.35,32.92,0
94,2032,3,32.75,33.99,0
94,2032,4,33.99,36.37,0
94,2032,5,34.36,37.1,0
94,2032,6,32.7,34.81,0
94,2032,7,32.22,33.5,16.8
94,2032,8,31.85,34.2,123.9
94,2032,9,31.82,33.52,83.1
94,2032,10,31.73,33.36,35.4
94,2032,11,31.59,33.8,5.1
94,2032,12,30.61,33.28,0
94,2033,1,30.55,32.92,0
94,2033,2,31.53,32.96,0
94,2033,3,32.81,34.65,0
94,2033,4,34.24,36.65,0.6
94,2033,5,34.56,36.74,57
94,2033,6,33,34.58,129.3
94,2033,7,32.31,34.94,100.5
94,2033,8,31.7,33.76,134.4
94,2033,9,31.79,32.87,122.7
94,2033,10,31.63,32.97,173.7
94,2033,11,31.59,33.35,6.9
94,2033,12,30.43,33.89,0.3
94,2034,1,30.55,31.81,0
94,2034,2,31.47,32.96,0
94,2034,3,32.81,33.98,0
94,2034,4,34.17,36.69,1.2
94,2034,5,34.08,37.03,55.2
94,2034,6,32.61,35.1,146.7
94,2034,7,32.21,33.53,68.7
94,2034,8,31.68,32.75,113.7
94,2034,9,31.76,33.31,124.5
94,2034,10,31.48,32.49,45.6
94,2034,11,31.25,33.45,0
94,2034,12,30.38,32.79,0
94,2035,1,30.62,31.9,0
94,2035,2,31.3,34.1,0
94,2035,3,32.74,34.71,0
94,2035,4,34.29,38.04,1.2
94,2035,5,34.05,38.02,0
94,2035,6,32.77,35.6,139.2
94,2035,7,32.09,33.36,96.3
94,2035,8,31.98,33.71,88.8
94,2035,9,31.86,33.56,91.5
94,2035,10,31.99,33.75,37.8
94,2035,11,31.66,33.17,0
94,2035,12,30.37,33.27,0.3
94,2036,1,30.44,32.24,0
94,2036,2,31.24,33.69,0
94,2036,3,32.65,34.33,0
94,2036,4,34.18,36.67,0
94,2036,5,33.87,36.66,0
94,2036,6,32.99,35.28,72.9
94,2036,7,32.43,33.66,18.9
94,2036,8,32.06,33.85,137.4
94,2036,9,31.6,33.43,148.2
94,2036,10,31.88,33.53,132.6
94,2036,11,31.4,33.19,0
94,2036,12,30.69,32.07,0
94,2037,1,30.69,32.53,0
94,2037,2,31.65,33.44,0
94,2037,3,32.76,35.39,0
94,2037,4,34.37,36.88,0
94,2037,5,33.94,38,0
94,2037,6,33.01,34.33,142.5
94,2037,7,32.4,34.75,0
94,2037,8,31.88,32.79,129.6
94,2037,9,31.82,33.64,137.4
94,2037,10,31.63,34.24,94.8
94,2037,11,31.08,33.07,9.3
94,2037,12,30.81,33.17,0
94,2038,1,30.62,32.57,0
94,2038,2,31.7,33.23,0
94,2038,3,32.83,34.63,0
94,2038,4,34.26,36.82,2.1
94,2038,5,34.04,36.82,68.4
94,2038,6,32.72,34.63,34.2
94,2038,7,32.1,33.71,68.7
94,2038,8,31.65,33.59,118.8
94,2038,9,31.76,33.95,136.2
94,2038,10,31.65,33.96,20.4
94,2038,11,31.82,33.98,32.1
94,2038,12,30.57,33.53,0
94,2039,1,30.78,32.89,0
94,2039,2,31.55,32.79,0
94,2039,3,33.09,34.41,0
94,2039,4,34.3,36.68,0
94,2039,5,34.39,37.83,53.4
94,2039,6,32.94,35,0
94,2039,7,32.32,33.42,111.6
94,2039,8,31.99,33.62,103.8
94,2039,9,32.13,33.31,75
94,2039,10,31.86,33.92,33.6
94,2039,11,31.32,33.72,44.1
94,2039,12,30.49,32.83,0
94,2040,1,30.74,32.98,0
94,2040,2,31.48,32.74,0
94,2040,3,32.77,34.85,0
94,2040,4,34.5,36.73,0
94,2040,5,34.38,38.84,0
94,2040,6,33.05,34.96,102.3
94,2040,7,32.42,33.69,64.5
94,2040,8,31.97,33.59,86.7
94,2040,9,31.9,34.21,132.6
94,2040,10,32.1,34.17,159
94,2040,11,31.29,33.3,6.9
94,2040,12,30.54,32.24,0.3
94,2041,1,30.61,31.93,0
94,2041,2,31.41,32.44,0
94,2041,3,32.46,33.61,0
94,2041,4,34.18,36,0.6
94,2041,5,33.94,36.75,40.8
94,2041,6,32.89,34.91,129.6
94,2041,7,32.3,33.46,94.8
94,2041,8,32.12,33.3,95.4
94,2041,9,31.69,33.01,163.8
94,2041,10,32.05,33.13,111.3
94,2041,11,31.64,33.55,9
94,2041,12,30.47,32.51,0
94,2042,1,30.72,32.36,0
94,2042,2,31.54,33.01,0
94,2042,3,32.62,33.71,0
94,2042,4,34.27,37.8,0
94,2042,5,34.42,38.36,24.3
94,2042,6,33.14,35.09,116.4
94,2042,7,32.5,34.25,45.9
94,2042,8,31.89,33.66,95.7
94,2042,9,31.72,33.24,78.9
94,2042,10,31.61,33.75,139.2
94,2042,11,31.15,33.08,8.1
94,2042,12,30.31,32.26,0
94,2043,1,30.72,32.69,0
94,2043,2,31.49,34.46,0
94,2043,3,33.05,35.22,0
94,2043,4,34.19,37.14,0
94,2043,5,34.06,37.2,43.5
94,2043,6,33.16,35.62,0
94,2043,7,32.24,33.54,59.4
94,2043,8,32.21,34.07,113.1
94,2043,9,31.93,34.44,50.4
94,2043,10,31.89,33.04,138
94,2043,11,31.4,32.66,22.5
94,2043,12,30.59,32.55,0.6
94,2044,1,30.69,32.54,0
94,2044,2,31.57,34.06,0
94,2044,3,33.08,35.4,0
94,2044,4,34.47,37.46,0
94,2044,5,33.75,36.86,44.1
94,2044,6,33.1,35.09,193.2
94,2044,7,32.41,34.17,63.3
94,2044,8,32.15,33.49,82.2
94,2044,9,31.97,33.21,149.4
94,2044,10,31.59,33.03,150.3
94,2044,11,31.52,33.2,0
94,2044,12,30.61,32.78,0.9
94,2045,1,30.8,32.94,0
94,2045,2,31.67,34.46,0
94,2045,3,33.13,34.88,0
94,2045,4,34.63,36.53,0
94,2045,5,34.25,37.83,6.9
94,2045,6,32.87,35.68,109.5
94,2045,7,32.35,34.23,126.3
94,2045,8,32.07,33.73,0
94,2045,9,32.07,34.45,83.4
94,2045,10,32.04,33.49,91.5
94,2045,11,31.83,34.01,6.6
94,2045,12,30.75,33.16,0.6
94,2046,1,31.01,32.44,0
94,2046,2,31.48,32.96,0
94,2046,3,33.06,34.58,0
94,2046,4,34.8,37.23,0
94,2046,5,34.42,37.63,0
94,2046,6,33.36,35.52,0
94,2046,7,32.34,33.56,50.1
94,2046,8,32.21,33.7,45.3
94,2046,9,32.05,33.27,162
94,2046,10,31.87,33.74,61.5
94,2046,11,31.58,34.44,5.4
94,2046,12,30.94,32.98,0.3
94,2047,1,30.93,32.86,0
94,2047,2,31.55,33.41,0
94,2047,3,33.15,35.43,0
94,2047,4,34.72,37.84,0.3
94,2047,5,34.56,37.53,0
94,2047,6,33.5,35.48,0
94,2047,7,32.31,34.3,95.4
94,2047,8,32.32,34.34,90.6
94,2047,9,32.17,33.35,64.8
94,2047,10,32.1,33.64,93.9
94,2047,11,31.49,34.35,7.8
94,2047,12,30.9,33.43,0.3
94,2048,1,30.92,33,0
94,2048,2,31.5,33.22,0
94,2048,3,32.88,34.3,0
94,2048,4,34.64,36.82,0
94,2048,5,34.74,38.95,0
94,2048,6,33.18,34.5,73.2
94,2048,7,32.51,33.87,37.8
94,2048,8,32.21,33.81,0
94,2048,9,32,34.01,63.6
94,2048,10,32,33.1,0
94,2048,11,31.83,35.03,21.9
94,2048,12,30.76,32.72,0
94,2049,1,31.27,32.73,0
94,2049,2,31.98,33.57,0
94,2049,3,33.29,34.74,0
94,2049,4,34.85,36.48,0.6
94,2049,5,34.52,39.01,63.3
94,2049,6,33.36,35.23,37.2
94,2049,7,32.62,34.3,0
94,2049,8,32.37,33.96,120.6
94,2049,9,32.36,34.24,101.4
94,2049,10,32.09,33.4,144.3
94,2049,11,31.93,33.38,3
94,2049,12,30.67,33.54,0.6
94,2050,1,30.81,32.53,0
94,2050,2,31.55,33.69,0
94,2050,3,32.97,35.1,0
94,2050,4,34.61,36.81,0
94,2050,5,34.26,37.94,76.8
94,2050,6,33.59,36.44,92.1
94,2050,7,32.33,33.73,33.9
94,2050,8,32.44,34.01,85.8
94,2050,9,31.97,33.99,187.5
94,2050,10,31.91,33.91,190.2
94,2050,11,31.41,33.12,17.4
94,2050,12,30.78,33.15,0
95,2016,1,30.2,32.96,0
95,2016,2,30.63,32.02,0
95,2016,3,32.12,33.18,0
95,2016,4,33.46,36.07,0.3
95,2016,5,33.53,36.61,82.2
95,2016,6,32.31,34.63,44.4
95,2016,7,31.79,34.04,0
95,2016,8,31.58,34.46,85.8
95,2016,9,31.27,33.66,109.5
95,2016,10,31.13,33.21,26.1
95,2016,11,30.9,32.17,0
95,2016,12,30.15,32.21,0.3
95,2017,1,30.39,32.51,0
95,2017,2,30.91,33.26,0
95,2017,3,32.24,34.5,0
95,2017,4,33.63,36.49,0
95,2017,5,33.69,37.48,0
95,2017,6,32.64,35.97,106.8
95,2017,7,31.75,34.17,43.5
95,2017,8,31.46,33.34,93.9
95,2017,9,31.44,32.78,0
95,2017,10,31.36,34.32,33.6
95,2017,11,31.04,32.94,1.5
95,2017,12,30.29,33.84,0
95,2018,1,30.05,32.62,0
95,2018,2,31.01,33.83,0
95,2018,3,32.34,34.57,0
95,2018,4,33.79,36.42,0
95,2018,5,33.75,37.16,45.9
95,2018,6,32.56,34.07,72.3
95,2018,7,31.96,33.58,111.3
95,2018,8,31.66,33.83,96.3
95,2018,9,31.27,33.16,118.2
95,2018,10,31.35,32.59,25.8
95,2018,11,30.91,32.72,7.5
95,2018,12,30.32,33.02,0.3
95,2019,1,30.34,31.81,0
95,2019,2,31.18,32.75,0
95,2019,3,32.48,34.04,0
95,2019,4,34.04,36.48,0
95,2019,5,33.74,37.8,0
95,2019,6,32.72,34.68,0
95,2019,7,31.9,33.61,14.7
95,2019,8,31.66,33.25,85.2
95,2019,9,31.46,33.41,0
95,2019,10,31.34,34.45,164.7
95,2019,11,31.18,33.99,0.6
95,2019,12,29.85,32.67,0
95,2020,1,30.05,32.77,0
95,2020,2,30.81,33.56,0
95,2020,3,32.32,34.43,0
95,2020,4,33.87,36.41,0
95,2020,5,33.39,37.24,30
95,2020,6,32.59,36.06,39.3
95,2020,7,31.66,32.88,0
95,2020,8,31.91,33.59,88.8
95,2020,9,31.65,33.4,80.1
95,2020,10,31.1,32.67,98.7
95,2020,11,30.87,32.18,4.2
95,2020,12,30.01,32.61,0.3
95,2021,1,30.04,32.14,0
95,2021,2,30.9,34.08,0
95,2021,3,32.14,34.89,0
95,2021,4,33.7,36.14,0.3
95,2021,5,33.37,36.88,42.9
95,2021,6,32.45,34.54,74.7
95,2021,7,31.83,33.99,0
95,2021,8,31.69,32.92,76.8
95,2021,9,31.47,34.06,133.5
95,2021,10,31.38,32.81,113.1
95,2021,11,31.49,33.08,0
95,2021,12,30.74,33.59,0
95,2022,1,30.21,33.11,0
95,2022,2,30.97,33.15,0
95,2022,3,32.64,35.13,0
95,2022,4,33.96,35.51,0
95,2022,5,33.91,35.94,0
95,2022,6,32.55,36.47,65.1
95,2022,7,32.16,34.05,59.7
95,2022,8,31.72,33.85,56.4
95,2022,9,31.44,33.61,48.6
95,2022,10,31.52,33.79,87.9
95,2022,11,31.24,33.14,15
95,2022,12,30.12,32.9,0
95,2023,1,30.46,33.22,0
95,2023,2,31.13,32.7,0
95,2023,3,32.43,34.49,0
95,2023,4,33.9,35.65,0
95,2023,5,33.95,38.35,33.6
95,2023,6,32.57,35.24,62.1
95,2023,7,31.91,34.23,130.2
95,2023,8,31.51,33.4,90.6
95,2023,9,31.49,33.03,0
95,2023,10,31.51,32.81,151.2
95,2023,11,31.34,33.83,7.8
95,2023,12,31.05,32.82,0
95,2024,1,30.65,32.63,0
95,2024,2,30.79,32.39,0
95,2024,3,32.52,33.6,0
95,2024,4,33.82,36.25,0
95,2024,5,33.9,37.06,51.9
95,2024,6,32.88,36.46,0
95,2024,7,32.13,33.64,91.2
95,2024,8,31.88,33.56,15.6
95,2024,9,31.59,33.09,0
95,2024,10,31.27,33.52,57.3
95,2024,11,31.14,33.04,0
95,2024,12,30.17,33.93,0.3
95,2025,1,30.5,31.76,0
95,2025,2,30.95,33.06,0
95,2025,3,32.41,34.12,0
95,2025,4,33.97,36.31,0
95,2025,5,34.26,36.89,0
95,2025,6,32.82,34.52,58.2
95,2025,7,32.19,34.29,86.7
95,2025,8,32,33.6,116.1
95,2025,9,31.43,32.9,98.7
95,2025,10,31.36,32.99,105
95,2025,11,31.26,32.97,0
95,2025,12,30.03,33.7,0
95,2026,1,30.36,32.5,0
95,2026,2,30.86,34.62,0
95,2026,3,32.47,35.02,0
95,2026,4,33.8,36.27,0
95,2026,5,33.52,37.33,0
95,2026,6,32.68,35.33,177.3
95,2026,7,31.87,33.44,106.5
95,2026,8,31.67,34.58,71.1
95,2026,9,31.55,33.03,120.9
95,2026,10,31.49,33.08,133.8
95,2026,11,31.16,32.6,8.4
95,2026,12,30.08,31.41,0.3
95,2027,1,30.43,31.86,0
95,2027,2,30.96,32.41,0
95,2027,3,32.41,34.27,0
95,2027,4,34,35.98,0
95,2027,5,33.7,37.64,60.3
95,2027,6,32.67,34.63,0
95,2027,7,31.92,33.28,102
95,2027,8,31.65,33.18,67.8
95,2027,9,31.55,34.02,0
95,2027,10,31.48,32.84,143.1
95,2027,11,31.35,33.58,1.2
95,2027,12,30.4,32.39,0
95,2028,1,30.55,32.77,0
95,2028,2,31.13,33.31,0
95,2028,3,32.45,34.45,0
95,2028,4,33.84,35.66,0
95,2028,5,33.64,36.47,18.6
95,2028,6,32.9,35.21,70.2
95,2028,7,32.18,33.71,88.5
95,2028,8,31.8,32.82,84
95,2028,9,31.62,33.36,62.4
95,2028,10,31.68,32.96,0
95,2028,11,31.16,34.72,0
95,2028,12,30.51,32.5,0
95,2029,1,30.4,32.1,0
95,2029,2,31.45,33.52,0
95,2029,3,32.77,34.17,0
95,2029,4,34.34,36.35,0
95,2029,5,33.96,37.16,0
95,2029,6,33.04,35.18,72.3
95,2029,7,32.21,33.73,0
95,2029,8,31.81,34.09,41.1
95,2029,9,31.54,32.96,42.9
95,2029,10,31.59,33.88,175.2
95,2029,11,30.93,34.49,6
95,2029,12,30.18,32.35,0
95,2030,1,30.55,32.52,0
95,2030,2,30.71,33.19,0
95,2030,3,32.42,34.37,0
95,2030,4,33.96,36.02,0.9
95,2030,5,33.66,38.13,57
95,2030,6,32.6,34.18,67.2
95,2030,7,32.18,34.94,19.2
95,2030,8,31.81,33.85,0
95,2030,9,31.85,34.36,0
95,2030,10,31.48,34.48,36.9
95,2030,11,31.01,32.85,7.5
95,2030,12,30.21,32.3,0
95,2031,1,30.14,31.9,0
95,2031,2,31.01,33.3,0
95,2031,3,32.22,33.81,0
95,2031,4,34.01,35.96,0.6
95,2031,5,33.86,36.4,0
95,2031,6,32.67,35.7,61.8
95,2031,7,31.82,33.88,71.1
95,2031,8,31.84,33.68,94.2
95,2031,9,31.58,33.52,111.3
95,2031,10,31.56,33.77,74.1
95,2031,11,31.25,32.86,3
95,2031,12,30.34,32.34,0
95,2032,1,30.41,31.81,0
95,2032,2,31.23,32.89,0
95,2032,3,32.64,33.93,0
95,2032,4,33.9,35.97,0
95,2032,5,34.29,36.64,0
95,2032,6,32.7,34.72,0
95,2032,7,32.26,33.55,0
95,2032,8,31.91,34.37,114.3
95,2032,9,31.83,33.52,67.5
95,2032,10,31.73,33.35,0
95,2032,11,31.57,33.82,5.7
95,2032,12,30.61,33.46,0
95,2033,1,30.46,32.73,0
95,2033,2,31.44,32.84,0
95,2033,3,32.69,34.47,0
95,2033,4,34.17,36.61,0.3
95,2033,5,34.52,36.74,46.5
95,2033,6,33.02,34.64,72.6
95,2033,7,32.34,35.09,83.7
95,2033,8,31.75,33.86,83.4
95,2033,9,31.81,32.95,97.5
95,2033,10,31.62,32.95,109.8
95,2033,11,31.57,33.42,3.9
95,2033,12,30.38,34.02,0.3
95,2034,1,30.47,31.68,0
95,2034,2,31.38,32.88,0
95,2034,3,32.74,33.98,0
95,2034,4,34.09,36.21,0.3
95,2034,5,34.05,36.58,37.8
95,2034,6,32.63,35.17,111.3
95,2034,7,32.27,33.52,65.7
95,2034,8,31.72,32.85,75
95,2034,9,31.78,33.35,120.6
95,2034,10,31.48,32.47,33
95,2034,11,31.24,33.57,0
95,2034,12,30.35,32.75,0
95,2035,1,30.54,31.88,0
95,2035,2,31.23,34.04,0
95,2035,3,32.63,34.54,0
95,2035,4,34.22,37.61,0.9
95,2035,5,34.01,38.07,0
95,2035,6,32.76,35.59,132.9
95,2035,7,32.12,33.42,79.5
95,2035,8,32.03,33.77,69.9
95,2035,9,31.88,33.59,67.5
95,2035,10,32,33.96,32.4
95,2035,11,31.66,33.11,0
95,2035,12,30.36,33.33,0
95,2036,1,30.35,32.14,0
95,2036,2,31.08,33.52,0
95,2036,3,32.54,34.33,0
95,2036,4,34.11,36,0
95,2036,5,33.79,36.21,0
95,2036,6,33.02,35.2,71.4
95,2036,7,32.44,33.73,21.3
95,2036,8,32.11,33.89,120.3
95,2036,9,31.63,33.58,118.2
95,2036,10,31.87,33.69,127.5
95,2036,11,31.37,33.23,0
95,2036,12,30.66,32.06,0
95,2037,1,30.61,32.39,0
95,2037,2,31.55,33.32,0
95,2037,3,32.63,35.38,0
95,2037,4,34.29,36.26,0
95,2037,5,33.86,37.49,0
95,2037,6,33.01,34.26,142.5
95,2037,7,32.43,34.94,0
95,2037,8,31.92,32.88,114
95,2037,9,31.85,33.81,100.5
95,2037,10,31.6,34.33,103.2
95,2037,11,31.04,33.06,4.8
95,2037,12,30.77,33.03,0
95,2038,1,30.52,32.44,0
95,2038,2,31.62,33.16,0
95,2038,3,32.69,34.51,0
95,2038,4,34.18,36.25,1.8
95,2038,5,34.02,36.61,56.7
95,2038,6,32.72,34.82,0
95,2038,7,32.13,33.95,67.5
95,2038,8,31.68,33.84,108.6
95,2038,9,31.79,34.11,96.3
95,2038,10,31.64,34.08,0
95,2038,11,31.81,34.01,26.1
95,2038,12,30.57,33.43,0
95,2039,1,30.66,32.54,0
95,2039,2,31.46,32.68,0
95,2039,3,32.97,34.4,0
95,2039,4,34.24,36.05,0
95,2039,5,34.36,37.43,35.4
95,2039,6,32.94,34.9,0
95,2039,7,32.38,33.58,95.1
95,2039,8,32.04,33.71,115.8
95,2039,9,32.15,33.3,58.5
95,2039,10,31.87,33.98,38.4
95,2039,11,31.31,33.91,24.9
95,2039,12,30.43,32.85,0
95,2040,1,30.64,32.66,0
95,2040,2,31.35,32.66,0
95,2040,3,32.66,34.71,0
95,2040,4,34.4,36,0
95,2040,5,34.34,38.36,0
95,2040,6,33.06,34.82,65.4
95,2040,7,32.45,33.82,57.6
95,2040,8,32.02,33.82,94.8
95,2040,9,31.92,34.24,132.9
95,2040,10,32.1,34.15,159
95,2040,11,31.27,33.32,6
95,2040,12,30.52,32,0
95,2041,1,30.54,31.93,0
95,2041,2,31.3,32.3,0
95,2041,3,32.32,33.52,0
95,2041,4,34.08,35.66,0.3
95,2041,5,33.87,36.52,32.1
95,2041,6,32.89,34.96,75.3
95,2041,7,32.34,33.7,87.9
95,2041,8,32.16,33.49,102.9
95,2041,9,31.72,33.03,110.1
95,2041,10,32.05,33.13,122.7
95,2041,11,31.64,33.57,6.3
95,2041,12,30.46,32.48,0
95,2042,1,30.62,32.21,0
95,2042,2,31.44,33.03,0
95,2042,3,32.51,33.59,0
95,2042,4,34.22,37.32,0
95,2042,5,34.36,38,17.7
95,2042,6,33.16,35.17,76.5
95,2042,7,32.6,34.4,48.3
95,2042,8,31.94,33.71,88.2
95,2042,9,31.72,33.31,81
95,2042,10,31.58,33.96,83.7
95,2042,11,31.14,33.14,3.6
95,2042,12,30.34,32.32,0
95,2043,1,30.61,32.46,0
95,2043,2,31.41,34.37,0
95,2043,3,32.94,35.09,0
95,2043,4,34.1,36.59,0
95,2043,5,34.01,36.84,31.5
95,2043,6,33.17,35.76,0
95,2043,7,32.24,33.6,60.9
95,2043,8,32.27,34.1,74.7
95,2043,9,31.94,34.46,42.6
95,2043,10,31.9,33.05,137.7
95,2043,11,31.39,32.69,10.8
95,2043,12,30.57,32.54,0.6
95,2044,1,30.61,32.42,0
95,2044,2,31.47,33.94,0
95,2044,3,32.97,35.18,0
95,2044,4,34.37,36.89,0
95,2044,5,33.72,36.87,52.2
95,2044,6,33.11,35.15,197.1
95,2044,7,32.42,34.27,55.5
95,2044,8,32.19,33.59,75.6
95,2044,9,31.99,33.25,120.6
95,2044,10,31.59,33.2,85.8
95,2044,11,31.5,33.18,0
95,2044,12,30.6,32.82,0.3
95,2045,1,30.71,33.02,0
95,2045,2,31.56,34.35,0
95,2045,3,33,34.82,0
95,2045,4,34.52,35.85,0
95,2045,5,34.21,37.54,0
95,2045,6,32.88,35.76,96
95,2045,7,32.37,34.33,108.9
95,2045,8,32.13,33.8,0
95,2045,9,32.1,34.54,40.8
95,2045,10,32.04,33.48,52.8
95,2045,11,31.82,34.11,2.7
95,2045,12,30.74,33.19,0.3
95,2046,1,30.94,32.38,0
95,2046,2,31.37,32.86,0
95,2046,3,32.92,34.51,0
95,2046,4,34.66,36.63,0
95,2046,5,34.37,37.33,0
95,2046,6,33.36,35.48,0
95,2046,7,32.38,33.67,54.3
95,2046,8,32.28,33.85,37.5
95,2046,9,32.08,33.27,103.2
95,2046,10,31.85,33.71,50.1
95,2046,11,31.58,34.38,2.7
95,2046,12,30.93,32.93,0
95,2047,1,30.81,32.7,0
95,2047,2,31.42,33.29,0
95,2047,3,33.04,35.38,0
95,2047,4,34.61,37.23,0
95,2047,5,34.54,37.14,0
95,2047,6,33.51,35.5,0
95,2047,7,32.34,34.46,85.5
95,2047,8,32.37,34.45,87
95,2047,9,32.2,33.42,44.7
95,2047,10,32.12,33.65,93
95,2047,11,31.46,34.5,4.5
95,2047,12,30.88,33.48,0.3
95,2048,1,30.85,32.87,0
95,2048,2,31.35,33.12,0
95,2048,3,32.73,34.17,0
95,2048,4,34.57,36.2,0
95,2048,5,34.69,38.57,0
95,2048,6,33.19,34.59,88.5
95,2048,7,32.54,33.76,44.7
95,2048,8,32.24,33.89,0
95,2048,9,32.03,34.03,67.8
95,2048,10,31.98,33.08,0
95,2048,11,31.83,35.02,18.3
95,2048,12,30.68,32.82,0
95,2049,1,31.21,32.68,0
95,2049,2,31.88,33.44,0
95,2049,3,33.18,34.7,0
95,2049,4,34.77,36.24,0.3
95,2049,5,34.49,38.61,45.6
95,2049,6,33.38,35.38,51.3
95,2049,7,32.65,34.48,0
95,2049,8,32.42,33.98,92.4
